A1X2XZ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1368.460000,,09:20:14.460,,,,,,,
A2GYHQ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1676.450000,,09:20:14.460,,,,,,,
A1EX2V.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,65222.850000,,09:20:14.460,,,,,,,
A1EX2W.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,77881.920000,,09:20:14.460,,,,,,,
A0Z3JB.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,254.340000,,09:20:14.460,,,,,,,
A0Z3LM.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,65222.850000,,09:20:14.460,,,,,,,
A161DQ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1312.650000,,09:20:14.460,,,,,,,
A0Z3JD.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,646.530000,,09:20:14.460,,,,,,,
A0Z3JF.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3150.810000,,09:20:14.460,,,,,,,
A2GYHN.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3184.120000,,09:20:14.460,,,,,,,
A161DY.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1564.900000,,09:20:14.460,,,,,,,
A3CK34.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,879.540000,,09:20:14.460,,,,,,,
A0Z3JH.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,348853.760000,,09:20:14.460,,,,,,,
A1EXY6.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,627720.360000,,09:20:14.460,,,,,,,
A161DT.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3027.960000,,09:20:14.460,,,,,,,
A2GYHP.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1730.670000,,09:20:14.460,,,,,,,
A0Z3H9.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1596.920000,,09:20:14.460,,,,,,,
A1EXY9.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3801.700000,,09:20:14.470,,,,,,,
A13PHY.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,58404.370000,,09:20:14.470,,,,,,,
A1EX2S.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,47119.390000,,09:20:14.470,,,,,,,
A1EX24.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3150.810000,,09:20:14.470,,,,,,,
A1EXY8.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,32806.510000,,09:20:14.470,,,,,,,
A1EXY7.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,185766.880000,,09:20:14.460,,,,,,,
A1EXZH.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,43753.560000,,09:20:14.470,,,,,,,
A13PH0.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,5852.250000,,09:20:14.470,,,,,,,
A1EX2U.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,23910.650000,,09:20:14.470,,,,,,,
A1EX26.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,348853.760000,,09:20:14.470,,,,,,,
A1EX29.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,27123.940000,,09:20:14.470,,,,,,,
A1EX2R.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,961.300000,,09:20:14.470,,,,,,,
A1EXZG.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1016.110000,,09:20:14.470,,,,,,,
A1EXZJ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1745.920000,,09:20:14.470,,,,,,,
A1EX25.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,2700.870000,,09:20:14.470,,,,,,,
A13PHW.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,95142.380000,,09:20:14.470,,,,,,,
A1EX2P.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,118.240000,,09:20:14.470,,,,,,,
A1EX28.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,177427.820000,,09:20:14.470,,,,,,,
A0C4B3.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,17661.180000,,09:20:14.470,,,,,,,
A1EX3A.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,2169.650000,,09:20:14.470,,,,,,,
A0C4CT.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1496.260000,,09:20:14.470,,,,,,,
A0SNAK.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,149.950000,,09:20:14.470,,,,,,,
A0SNAM.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,113081.810000,,09:20:14.470,,,,,,,
A0Z3LC.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,179.700000,,09:20:14.470,,,,,,,
A0Z3LA.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,141.930000,,09:20:14.470,,,,,,,
A1EXY1.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,2746.640000,,09:20:14.470,,,,,,,
A1EXY5.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,2700.870000,,09:20:14.470,,,,,,,
A1EXZF.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,118.240000,,09:20:14.470,,,,,,,
A0Z3LD.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,159.580000,,09:20:14.470,,,,,,,
A0Z3LJ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,267.480000,,09:20:14.470,,,,,,,
A0Z3K9.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,15802.920000,,09:20:14.470,,,,,,,
A0Z3LG.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,224.770000,,09:20:14.470,,,,,,,
A1EXZK.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,36518.130000,,09:20:14.470,,,,,,,
A1EX2N.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,254.340000,,09:20:14.470,,,,,,,
A1EX2Q.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,646.530000,,09:20:14.470,,,,,,,
A0Z3LF.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,164.960000,,09:20:14.470,,,,,,,
A0Z3MB.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,177.740000,,09:20:14.470,,,,,,,
A0Z3LL.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,302.880000,,09:20:14.470,,,,,,,
A0Z3LH.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,196.300000,,09:20:14.470,,,,,,,
A0Z3LK.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,222.280000,,09:20:14.470,,,,,,,
A13PH2.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,20281.180000,,09:20:14.470,,,,,,,
A1EX2M.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1596.920000,,09:20:14.470,,,,,,,
A1EX2T.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1446.620000,,09:20:14.470,,,,,,,
A1EXY2.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1091142.240000,,09:20:14.470,,,,,,,
A1EX27.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,686138.990000,,09:20:14.470,,,,,,,
A1EXY4.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,40419.930000,,09:20:14.470,,,,,,,
A0SNAL.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,151.470000,,09:20:14.470,,,,,,,
A1EXY3.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,259140.210000,,09:20:14.470,,,,,,,
A0Z3LB.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,131.880000,,09:20:14.470,,,,,,,
A13PH1.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,231.730000,,09:20:14.480,,,,,,,
A1EXZD.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,219.550000,,09:20:14.480,,,,,,,
A2GTBV.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3403.060000,,09:20:14.480,,,,,,,
A2GTBT.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3818.150000,,09:20:14.480,,,,,,,
A2GTB5.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,569.070000,,09:20:14.480,,,,,,,
A1EXZA.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,48821.010000,,09:20:14.480,,,,,,,
A0Z3MC.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,242.190000,,09:20:14.470,,,,,,,
A1EX2F.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,48821.010000,,09:20:14.480,,,,,,,
A2GTBU.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,4354.320000,,09:20:14.480,,,,,,,
A2GTCB.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,18.290000,,09:20:14.480,,,,,,,
A2GTB9.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,29.290000,,09:20:14.480,,,,,,,
A2GTCA.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,41.200000,,09:20:14.480,,,,,,,
A1EXZB.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,231.940000,,09:20:14.470,,,,,,,
A13PH3.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,559.250000,,09:20:14.480,,,,,,,
A1EXY0.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,6540.690000,,09:20:14.480,,,,,,,
A2GTBX.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,578.740000,,09:20:14.480,,,,,,,
A2GTB0.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,402.270000,,09:20:14.480,,,,,,,
A2GTB6.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,50.560000,,09:20:14.480,,,,,,,
A2GTBW.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1770.640000,,09:20:14.480,,,,,,,
A1EX2K.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,181.880000,,09:20:14.480,,,,,,,
A2GTB7.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,310.400000,,09:20:14.480,,,,,,,
A1EX2D.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1496.260000,,09:20:14.480,,,,,,,
A13PHZ.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,1580.520000,,09:20:14.480,,,,,,,
A2GTBY.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,8118.150000,,09:20:14.480,,,,,,,
A1EX2G.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,151.470000,,09:20:14.480,,,,,,,
A2GTB4.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,44.810000,,09:20:14.480,,,,,,,
A1EXZC.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,7448.690000,,09:20:14.470,,,,,,,
A1EX2Y.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,6540.690000,,09:20:14.480,,,,,,,
A1EX2L.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,2215.330000,,09:20:14.480,,,,,,,
A2GTCD.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,67.070000,,09:20:14.480,,,,,,,
A1EX2E.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,149.950000,,09:20:14.480,,,,,,,
A1EXZE.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,3364.170000,,09:20:14.480,,,,,,,
A1EX2J.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,8015.540000,,09:20:14.480,,,,,,,
A2GTCC.ETR,I,08-11-2021,09:20:14.000,,,,,,,,,,,,,,,,,,468.350000,,09:20:14.480,,,,,,,
